Response Received Date,Interaction Id,Overall Experience-Value,Comments,Feedback Category,Subcategory,Survey Source
2/7/2023 12:17,459387687155,5,I am grateful for the very speedy response and resolution to my issue!,Thanks/Praise,Thanks/Praise,Post CS Interaction Survey
2/7/2023 12:16,459316161164,5,Thank you for quickly reshipping lost orders.,Thanks/Praise,Thanks/Praise,Post CS Interaction Survey
2/7/2023 12:15,459475564454,1,I received an email that says my order was delivered and it wasn't. The customer service rep was not helpful. I was basically told I just need contact UPS to handle it myself. I do not have time for this and it really discourages me from placing future orders.,Customer Service,CS Experience,Post CS Interaction Survey
2/7/2023 12:14,459389370323,2,My order was never received - told to contact UPS- did and they have no record and lost package.,Order Not Received,Order Not Received,Post CS Interaction Survey
2/7/2023 12:12,459474757047,5,No Comment,No Comment,No Comment,Post CS Interaction Survey
2/7/2023 12:11,459389450515,5,No Comment,No Comment,No Comment,Post CS Interaction Survey
2/7/2023 12:11,459389161713,5,Excellent! I am so impressed with all the improvements this school year!,Thanks/Praise,Thanks/Praise,Post CS Interaction Survey
2/7/2023 12:09,459316313901,5,"Great Books , service and delivery time.",Thanks/Praise,Thanks/Praise,Post CS Interaction Survey
2/7/2023 11:16,459216352838,5,No Comment,No Comment,No Comment,Post CS Interaction Survey
2/7/2023 10:10,459387648352,5,Thank you for the quick and helpful response!,Thanks/Praise,Thanks/Praise,Post CS Interaction Survey
2/7/2023 8:50,459389074344,4,No Comment,No Comment,No Comment,Post CS Interaction Survey
2/7/2023 7:32,459387731134,4,The service was fine. I just didn't like the answer.,Customer Service,Policy/SOP,Post CS Interaction Survey
2/6/2023 21:32,459316454314,5,No Comment,No Comment,No Comment,Post CS Interaction Survey
2/6/2023 20:37,459388313836,5,No Comment,No Comment,No Comment,Post CS Interaction Survey
2/6/2023 19:54,459315887880,1,"On February 2nd, I had imputed 26 of my students book order. The next day when I went to the website to add two more of students’ orders, all of the orders I had enter the day before were gone!!! I called and the answer I got was I am sorry you need to redo it. It takes a lot of time and this is not the first time that has happened to me. This is very frustrating!  I redid all the orders and the whole time I was afraid that it was going to disappear so I felt I had to go as fast as I could to get to the end so I could get to the final step and pay. That is not a good feeling.",Website,Website,Post CS Interaction Survey
2/6/2023 16:23,459389355069,5,"The chat feature was very useful, since I contacted your support staff during my recess. I was able to quickly send a question and view the response. The matter was resolved in less than 5 minutes. Very efficient! Thank you.",Thanks/Praise,Thanks/Praise,Post CS Interaction Survey
2/6/2023 15:48,459315807342,5,Please extend the ability to purchase Birthday Coupon Booklets. Also it would be helpful to know when you can no longer purchase them.,Promos/Rewards,Promos/Rewards,Post CS Interaction Survey
2/6/2023 14:59,459389000861,5,No Comment,No Comment,No Comment,Post CS Interaction Survey
2/6/2023 14:50,459389168574,5,No Comment,No Comment,No Comment,Post CS Interaction Survey
2/6/2023 14:41,459314807341,5,No Comment,No Comment,No Comment,Post CS Interaction Survey
2/6/2023 14:32,459216498113,4,No Comment,No Comment,No Comment,Post CS Interaction Survey
2/6/2023 14:02,459387561754,5,No Comment,No Comment,No Comment,Post CS Interaction Survey
2/6/2023 13:56,459389233318,4,fix it the first time no need for 2nd call second contact for the same issue.,Customer Service,CS Experience,Post CS Interaction Survey
2/6/2023 13:48,459215949284,5,No Comment,No Comment,No Comment,Post CS Interaction Survey
2/6/2023 13:32,459388410662,5,No Comment,No Comment,No Comment,Post CS Interaction Survey
2/6/2023 13:27,459388615981,5,Response was timely and solved the problem.,Thanks/Praise,Thanks/Praise,Post CS Interaction Survey
2/6/2023 13:22,459388607855,5,No Comment,No Comment,No Comment,Post CS Interaction Survey
2/6/2023 13:07,459315629462,2,I saw a book on the front cover of the SeeSaw March catalog.  I wanted to add it to my classroom wish list but was unable to locate it. The rep who responded was unable to locate the book either.  Nor was she able to explain why it wasn't available on your site.  I now have to purchase it myself from somewhere else.,Website,Website,Post CS Interaction Survey
2/6/2023 13:04,459216282899,2,"As in the previous years, I placed an order to benefit our school, then emailed for tax exempt. I was told that it didn't work that way. When I asked when things changed, I was told with the tax laws in 2019, which I understand. However, I emailed a copy of my emails with Scholastic from 2021 with the same process I followed this year, and I was told that it didn't work that way. I understand that things change, but when I give proof that goes against what I'm being told and with no other information, it is very frustrating. I used Scholastic because of the ease I have had with working with them in the past. These interactions make me wonder if this is where I continue to do business for the future.",Balance/Payment,Tax,Post CS Interaction Survey
2/6/2023 12:59,459388130938,5,No Comment,No Comment,No Comment,Post CS Interaction Survey
2/6/2023 12:52,459389144323,5,No Comment,No Comment,No Comment,Post CS Interaction Survey
2/6/2023 12:22,459315682842,5,No Comment,No Comment,No Comment,Post CS Interaction Survey
2/6/2023 12:19,459388840343,1,I placed my February classroom order on Feb 3rd.  Over the weekend I received an email offering 300 extra bonus point with my February order.  Since I had already placed my order I asked if I could have the bonus points added to my account.  The representative told me that that could not be done and that I would have to place another order by the end of the month.  In the past when this has happened there has been no problem getting the extra points.  She told me I would have to call back at the end of the month.  I told her that would not happen because I would forget.  It is totally ridiculous that she didn't credit the point because I had just placed an order.,Promos/Rewards,Promos/Rewards,Post CS Interaction Survey
2/6/2023 12:14,459315230539,2,I returned a package of books to be returned and my the points added back to my account. The package was received last Monday and the points have not been returned?,Balance/Payment,Balance/Payment,Post CS Interaction Survey
2/6/2023 12:13,459388769619,1,"For the 2nd time this year, my students' checks for payment have not been processed.  Last time I had to contact parents to notify their banks to see if the checks cleared, very embarassing and now we have the same issue where 2 of my payment checks have not been applied to my account.  I was told to do the same thing..... contact the same parents to go to their BANK again.  Last time, the checks did clear, I sent copies and Scholastic finally applied them.  I should not have to do this and it's uncomfortable calling my classroom parents for banking info.  Very unhappy and don't think doing the book orders anymore is worth my time.",Balance/Payment,Balance/Payment,Post CS Interaction Survey
2/6/2023 12:13,459315532224,2,"I got multiple emails saying that I have an unpaid balance.  It is for the amount of an order that a student placed and I mailed in the parents check for.  However, it appears the book ships before you receive a check, which seems crazy considering you did not get paid for it yet.  Seems like a big responsibility for the teacher (me) to pay if the check is not received for some reason.",Balance/Payment,Balance/Payment,Post CS Interaction Survey
2/6/2023 12:12,459389017984,2,No Comment,No Comment,No Comment,Post CS Interaction Survey
2/6/2023 11:47,459314955166,4,"Order packagers can be more cautions when packaging items. out of my approximate 5 package history, I have had to contact twice regarding packages that were damaged.",Damaged/Missing Item(s),Damaged Item(s),Post CS Interaction Survey
2/6/2023 11:01,459316221782,2,"My student's back-ordered item was really late.  I checked multiple times, and it always said not yet shipped.  One time it said it would be in stock Jan. 28 and another time Feb. 2.  When I contacted customer support on Feb. 3 the only info they gave me was what I had already read in my account information (not yet shipped and no estimated date for shipment/delivery).  It was especially disappointing because this was this student's first time ever that his mom let him order from Scholastic and he was so excited to get the Valentine's books.  However, I do see today that the box has shipped and is trackable now.  Hopefully the books will be worth the wait for him.  Thank you.",Order Not Received,Order Not Received,Post CS Interaction Survey
2/6/2023 10:37,459316335829,4,No Comment,No Comment,No Comment,Post CS Interaction Survey
2/6/2023 9:14,459141484592,5,I had a fantastic experience. The customer service team was so helpful and easy to communicate with.,Thanks/Praise,Thanks/Praise,Post CS Interaction Survey
2/6/2023 7:52,459139565695,1,I am unable to log into my account. It is not registering my new email since I had a name change. I contacted customer service and they told me someone was going to be in touch to resolve the issue.,Customer Service,No Response from CS,Post CS Interaction Survey
2/6/2023 7:28,459216478101,1,If a parent orders via check and sends in the order to the teacher there is no way that a parent or teacher should be stuck with a $8 shipping fee.  As a teacher it is embarrassing to ask the parent to pay that charge when that was never an issue before (that was your customer service persons idea).  Some parents don't feel comfortable ordering and placing payment online.  You lost an order due to that fee and recommendation and that was a parent that consistently ordered each month.,Shipping Fee,Shipping Fee,Post CS Interaction Survey
2/6/2023 6:53,459314743315,4,Nothing at this time,No Comment,No Comment,Post CS Interaction Survey
2/6/2023 1:01,459388059673,5,No Comment,No Comment,No Comment,Post CS Interaction Survey
2/5/2023 23:16,459314850304,5,No Comment,No Comment,No Comment,Post CS Interaction Survey
2/5/2023 18:15,459217148847,5,No Comment,No Comment,No Comment,Post CS Interaction Survey
2/5/2023 17:47,459217010350,5,No Comment,No Comment,No Comment,Post CS Interaction Survey
